id,league_name,season,home_team,away_team,home_goals,away_goals
2011,Premier League,1997/1998,Blackburn,Arsenal,1,4
2012,Premier League,1997/1998,Derby,Bolton,4,0
2013,Premier League,1997/1998,Liverpool,Crystal Palace,2,1
2014,Premier League,1997/1998,Newcastle,Barnsley,2,1
2015,Premier League,1997/1998,Sheffield Weds,West Ham,1,1
2016,Premier League,1997/1998,Tottenham,Coventry,1,1
2017,Premier League,1997/1998,Wimbledon,Everton,0,0
2018,Premier League,1997/1998,Leicester,Southampton,3,3
2019,Premier League,1997/1998,Arsenal,Wimbledon,5,0
2020,Premier League,1997/1998,Barnsley,Tottenham,1,1
2021,Premier League,1997/1998,Bolton,Leeds,2,3
2022,Premier League,1997/1998,Crystal Palace,Derby,3,1
2023,Premier League,1997/1998,Everton,Leicester,1,1
2024,Premier League,1997/1998,Man United,Newcastle,1,1
2025,Premier League,1997/1998,Southampton,Aston Villa,1,2
2026,Premier League,1997/1998,West Ham,Blackburn,2,1
2027,Premier League,1997/1998,Chelsea,Sheffield Weds,1,0
2028,Premier League,1997/1998,Coventry,Liverpool,1,1
2029,Premier League,1997/1998,Aston Villa,Bolton,1,3
2030,Premier League,1997/1998,Barnsley,Arsenal,0,2
2031,Premier League,1997/1998,Blackburn,Wimbledon,0,0
2032,Premier League,1997/1998,Chelsea,Liverpool,4,1
2033,Premier League,1997/1998,Everton,Sheffield Weds,1,3
2034,Premier League,1997/1998,Leeds,Coventry,3,3
2035,Premier League,1997/1998,Tottenham,Newcastle,2,0
2036,Premier League,1997/1998,West Ham,Southampton,2,4
2037,Premier League,1997/1998,Derby,Leicester,0,4
2038,Premier League,1997/1998,Crystal Palace,Man United,0,3
2039,Premier League,1997/1998,Arsenal,Derby,1,0
2040,Premier League,1997/1998,Chelsea,Blackburn,0,1
2041,Premier League,1997/1998,Coventry,Wimbledon,0,0
2042,Premier League,1997/1998,Leicester,Newcastle,0,0
2043,Premier League,1997/1998,Bolton,Crystal Palace,5,2
2044,Premier League,1997/1998,Coventry,Blackburn,2,0
2045,Premier League,1997/1998,Leicester,Barnsley,1,0
2046,Premier League,1997/1998,Liverpool,West Ham,5,0
2047,Premier League,1997/1998,Newcastle,Chelsea,3,1
2048,Premier League,1997/1998,Sheffield Weds,Aston Villa,1,3
2049,Premier League,1997/1998,Southampton,Derby,0,2
2050,Premier League,1997/1998,Wimbledon,Tottenham,2,6
2051,Premier League,1997/1998,Arsenal,Everton,4,0
2052,Premier League,1997/1998,Man United,Leeds,3,0
2053,Premier League,1997/1998,Crystal Palace,West Ham,3,3
2054,Premier League,1997/1998,Liverpool,Arsenal,4,0
2055,Premier League,1997/1998,Aston Villa,Arsenal,1,0
2056,Premier League,1997/1998,Barnsley,Man United,0,2
2057,Premier League,1997/1998,Blackburn,Newcastle,1,0
2058,Premier League,1997/1998,Chelsea,Bolton,2,0
2059,Premier League,1997/1998,Crystal Palace,Sheffield Weds,1,0
2060,Premier League,1997/1998,Derby,Liverpool,1,0
2061,Premier League,1997/1998,Everton,Coventry,1,1
2062,Premier League,1997/1998,Leeds,Wimbledon,1,1
2063,Premier League,1997/1998,Tottenham,Southampton,1,1
2064,Premier League,1997/1998,West Ham,Leicester,4,3
2065,Premier League,1998/1999,Blackburn,Derby,0,0
2066,Premier League,1998/1999,Coventry,Chelsea,2,1
2067,Premier League,1998/1999,Everton,Aston Villa,0,0
2068,Premier League,1998/1999,Man United,Leicester,2,2
2069,Premier League,1998/1999,Middlesbrough,Leeds,0,0
2070,Premier League,1998/1999,Newcastle,Charlton,0,0
2071,Premier League,1998/1999,Sheffield Weds,West Ham,0,1
2072,Premier League,1998/1999,Wimbledon,Tottenham,3,1
2073,Premier League,1998/1999,Southampton,Liverpool,1,2
2074,Premier League,1998/1999,Arsenal,Nott'm Forest,2,1
2075,Premier League,1998/1999,Charlton,Southampton,5,0
2076,Premier League,1998/1999,Chelsea,Newcastle,1,1
2077,Premier League,1998/1999,Derby,Wimbledon,0,0
2078,Premier League,1998/1999,Leicester,Everton,2,0
2079,Premier League,1998/1999,Liverpool,Arsenal,0,0
2080,Premier League,1998/1999,Nott'm Forest,Coventry,1,0
2081,Premier League,1998/1999,Tottenham,Sheffield Weds,0,3
2082,Premier League,1998/1999,West Ham,Man United,0,0
2083,Premier League,1998/1999,Aston Villa,Middlesbrough,3,1
2084,Premier League,1998/1999,Leeds,Blackburn,1,0
2085,Premier League,1998/1999,Arsenal,Charlton,0,0
2086,Premier League,1998/1999,Blackburn,Leicester,1,0
2087,Premier League,1998/1999,Coventry,West Ham,0,0
2088,Premier League,1998/1999,Everton,Tottenham,0,1
2089,Premier League,1998/1999,Middlesbrough,Derby,1,1
2090,Premier League,1998/1999,Sheffield Weds,Aston Villa,0,1
2091,Premier League,1998/1999,Southampton,Nott'm Forest,1,2
2092,Premier League,1998/1999,Wimbledon,Leeds,1,1
2093,Premier League,1998/1999,Newcastle,Liverpool,1,4
2094,Premier League,1998/1999,Leeds,Southampton,3,0
2095,Premier League,1998/1999,Nott'm Forest,Everton,0,2
2096,Premier League,1998/1999,Aston Villa,Newcastle,1,0
2097,Premier League,1998/1999,Chelsea,Arsenal,0,0
2098,Premier League,1998/1999,Derby,Sheffield Weds,1,0
2099,Premier League,1998/1999,Leicester,Middlesbrough,0,1
2100,Premier League,1998/1999,Liverpool,Coventry,2,0
2101,Premier League,1998/1999,Man United,Charlton,4,1
2102,Premier League,1998/1999,Tottenham,Blackburn,2,1
2103,Premier League,1998/1999,West Ham,Wimbledon,3,4
2104,Premier League,1998/1999,Aston Villa,Wimbledon,2,0
2105,Premier League,1998/1999,Charlton,Derby,1,2
2106,Premier League,1998/1999,Chelsea,Nott'm Forest,2,1
2107,Premier League,1998/1999,Everton,Leeds,0,0
2108,Premier League,1998/1999,Leicester,Arsenal,1,1
2109,Premier League,1998/1999,Man United,Coventry,2,0
2110,Premier League,1998/1999,Newcastle,Southampton,4,0
2111,Premier League,1998/1999,Sheffield Weds,Blackburn,3,0
2112,Premier League,1998/1999,West Ham,Liverpool,2,1
2113,Premier League,1998/1999,Tottenham,Middlesbrough,0,3
2114,Premier League,1998/1999,Coventry,Newcastle,1,5
2115,Premier League,1998/1999,Derby,Leicester,2,0
2116,Premier League,1998/1999,Leeds,Aston Villa,0,0
2117,Premier League,1998/1999,Liverpool,Charlton,3,3
2118,Premier League,1998/1999,Middlesbrough,Everton,2,2
2119,Premier League,1998/1999,Nott'm Forest,West Ham,0,0
2120,Premier League,1998/1999,Southampton,Tottenham,1,1
2121,Premier League,1998/1999,Wimbledon,Sheffield Weds,2,1
2122,Premier League,1998/1999,Arsenal,Man United,3,0
2123,Premier League,1998/1999,Blackburn,Chelsea,3,4
2124,Premier League,1998/1999,Man United,Liverpool,2,0
2125,Premier League,1998/1999,Aston Villa,Derby,1,0
2126,Premier League,1998/1999,Charlton,Coventry,1,1
2127,Premier League,1998/1999,Chelsea,Middlesbrough,2,0
2128,Premier League,1998/1999,Everton,Blackburn,0,0
2129,Premier League,1998/1999,Newcastle,Nott'm Forest,2,0
2130,Premier League,1998/1999,Sheffield Weds,Arsenal,1,0
2131,Premier League,1998/1999,Tottenham,Leeds,3,3
2132,Premier League,1998/1999,Leicester,Wimbledon,1,1
2133,Premier League,1998/1999,West Ham,Southampton,1,0
2134,Premier League,1998/1999,Blackburn,West Ham,3,0
2135,Premier League,1998/1999,Coventry,Aston Villa,1,2
2136,Premier League,1998/1999,Derby,Tottenham,0,1
2137,Premier League,1998/1999,Leeds,Leicester,0,1
2138,Premier League,1998/1999,Middlesbrough,Sheffield Weds,4,0
2139,Premier League,1998/1999,Nott'm Forest,Charlton,0,1
2140,Premier League,1998/1999,Southampton,Man United,0,3
2141,Premier League,1998/1999,Wimbledon,Everton,1,2
2142,Premier League,1998/1999,Arsenal,Newcastle,3,0
2143,Premier League,1998/1999,Liverpool,Chelsea,1,1
2144,Premier League,1998/1999,Arsenal,Southampton,1,1
2145,Premier League,1998/1999,Chelsea,Charlton,2,1
2146,Premier League,1998/1999,Everton,Liverpool,0,0
2147,Premier League,1998/1999,Man United,Wimbledon,5,1
2148,Premier League,1998/1999,Middlesbrough,Blackburn,2,1
2149,Premier League,1998/1999,Newcastle,Derby,2,1
2150,Premier League,1998/1999,Nott'm Forest,Leeds,1,1
2151,Premier League,1998/1999,West Ham,Aston Villa,0,0
2152,Premier League,1998/1999,Coventry,Sheffield Weds,1,0
2153,Premier League,1998/1999,Leicester,Tottenham,2,1
2154,Premier League,1998/1999,Aston Villa,Leicester,1,1
2155,Premier League,1998/1999,Charlton,West Ham,4,2
2156,Premier League,1998/1999,Derby,Man United,1,1
2157,Premier League,1998/1999,Liverpool,Nott'm Forest,5,1
2158,Premier League,1998/1999,Sheffield Weds,Everton,0,0
2159,Premier League,1998/1999,Southampton,Coventry,2,1
2160,Premier League,1998/1999,Tottenham,Newcastle,2,0
2161,Premier League,1998/1999,Wimbledon,Middlesbrough,2,2
2162,Premier League,1998/1999,Blackburn,Arsenal,1,2
2163,Premier League,1998/1999,Leeds,Chelsea,0,0
2164,Premier League,1998/1999,Coventry,Arsenal,0,1
2165,Premier League,1998/1999,Derby,Leeds,2,2
2166,Premier League,1998/1999,Everton,Man United,1,4
2167,Premier League,1998/1999,Leicester,Liverpool,1,0
2168,Premier League,1998/1999,Newcastle,West Ham,0,3
2169,Premier League,1998/1999,Sheffield Weds,Southampton,0,0
2170,Premier League,1998/1999,Wimbledon,Blackburn,1,1
2171,Premier League,1998/1999,Middlesbrough,Nott'm Forest,1,1
2172,Premier League,1998/1999,Tottenham,Charlton,2,2
2173,Premier League,1998/1999,Aston Villa,Tottenham,3,2
2174,Premier League,1998/1999,Blackburn,Coventry,1,2
2175,Premier League,1998/1999,Charlton,Leicester,0,0
2176,Premier League,1998/1999,Liverpool,Derby,1,2
2177,Premier League,1998/1999,Nott'm Forest,Wimbledon,0,1
2178,Premier League,1998/1999,Southampton,Middlesbrough,3,3
2179,Premier League,1998/1999,Arsenal,Everton,1,0
2180,Premier League,1998/1999,Leeds,Sheffield Weds,2,1
2181,Premier League,1998/1999,Man United,Newcastle,0,0
2182,Premier League,1998/1999,West Ham,Chelsea,1,1
2183,Premier League,1998/1999,Arsenal,Tottenham,0,0
2184,Premier League,1998/1999,Charlton,Middlesbrough,1,1
2185,Premier League,1998/1999,Chelsea,Wimbledon,3,0
2186,Premier League,1998/1999,Liverpool,Leeds,1,3
2187,Premier League,1998/1999,Man United,Blackburn,3,2
2188,Premier League,1998/1999,Newcastle,Sheffield Weds,1,1
2189,Premier League,1998/1999,Southampton,Aston Villa,1,4
2190,Premier League,1998/1999,West Ham,Leicester,3,2
2191,Premier League,1998/1999,Coventry,Everton,3,0
2192,Premier League,1998/1999,Nott'm Forest,Derby,2,2
2193,Premier League,1998/1999,Aston Villa,Liverpool,2,4
2194,Premier League,1998/1999,Blackburn,Southampton,0,2
2195,Premier League,1998/1999,Leeds,Charlton,4,1
2196,Premier League,1998/1999,Leicester,Chelsea,2,4
2197,Premier League,1998/1999,Middlesbrough,Coventry,2,0
2198,Premier League,1998/1999,Sheffield Weds,Man United,3,1
2199,Premier League,1998/1999,Tottenham,Nott'm Forest,2,0
2200,Premier League,1998/1999,Wimbledon,Arsenal,1,0
2201,Premier League,1998/1999,Derby,West Ham,0,2
2202,Premier League,1998/1999,Everton,Newcastle,1,0
2203,Premier League,1998/1999,Charlton,Everton,1,2
2204,Premier League,1998/1999,Chelsea,Sheffield Weds,1,1
2205,Premier League,1998/1999,Coventry,Leicester,1,1
2206,Premier League,1998/1999,Newcastle,Wimbledon,3,1
2207,Premier League,1998/1999,Nott'm Forest,Aston Villa,2,2
2208,Premier League,1998/1999,Southampton,Derby,0,1
2209,Premier League,1998/1999,West Ham,Tottenham,2,1
2210,Premier League,1998/1999,Arsenal,Middlesbrough,1,1
2211,Premier League,1998/1999,Liverpool,Blackburn,2,0
2212,Premier League,1998/1999,Man United,Leeds,3,2
2213,Premier League,1998/1999,Aston Villa,Man United,1,1
2214,Premier League,1998/1999,Blackburn,Charlton,1,0
2215,Premier League,1998/1999,Derby,Arsenal,0,0
2216,Premier League,1998/1999,Everton,Chelsea,0,0
2217,Premier League,1998/1999,Leeds,West Ham,4,0
2218,Premier League,1998/1999,Leicester,Southampton,2,0
2219,Premier League,1998/1999,Tottenham,Liverpool,2,1
2220,Premier League,1998/1999,Wimbledon,Coventry,2,1
2221,Premier League,1998/1999,Middlesbrough,Newcastle,2,2
2222,Premier League,1998/1999,Sheffield Weds,Nott'm Forest,3,2
2223,Premier League,1998/1999,Chelsea,Aston Villa,2,1
2224,Premier League,1998/1999,Blackburn,Newcastle,0,0
2225,Premier League,1998/1999,Derby,Chelsea,2,2
2226,Premier League,1998/1999,Everton,Southampton,1,0
2227,Premier League,1998/1999,Leicester,Nott'm Forest,3,1
2228,Premier League,1998/1999,Middlesbrough,West Ham,1,0
2229,Premier League,1998/1999,Sheffield Weds,Charlton,3,0
2230,Premier League,1998/1999,Tottenham,Man United,2,2
2231,Premier League,1998/1999,Aston Villa,Arsenal,3,2
2232,Premier League,1998/1999,Wimbledon,Liverpool,1,0
2233,Premier League,1998/1999,Leeds,Coventry,2,0
2234,Premier League,1998/1999,Man United,Chelsea,1,1
2235,Premier League,1998/1999,Chelsea,Tottenham,2,0
2236,Premier League,1998/1999,Coventry,Derby,1,1
2237,Premier League,1998/1999,Liverpool,Sheffield Weds,2,0
2238,Premier League,1998/1999,Man United,Middlesbrough,2,3
2239,Premier League,1998/1999,Newcastle,Leicester,1,0
2240,Premier League,1998/1999,Nott'm Forest,Blackburn,2,2
2241,Premier League,1998/1999,Southampton,Wimbledon,3,1
2242,Premier League,1998/1999,West Ham,Everton,2,1
2243,Premier League,1998/1999,Arsenal,Leeds,3,1
2244,Premier League,1998/1999,Charlton,Aston Villa,0,1
2245,Premier League,1998/1999,Arsenal,West Ham,1,0
2246,Premier League,1998/1999,Blackburn,Aston Villa,2,1
2247,Premier League,1998/1999,Coventry,Tottenham,1,1
2248,Premier League,1998/1999,Everton,Derby,0,0
2249,Premier League,1998/1999,Man United,Nott'm Forest,3,0
2250,Premier League,1998/1999,Middlesbrough,Liverpool,1,3
2251,Premier League,1998/1999,Newcastle,Leeds,0,3
2252,Premier League,1998/1999,Sheffield Weds,Leicester,0,1
2253,Premier League,1998/1999,Southampton,Chelsea,0,2
2254,Premier League,1998/1999,Wimbledon,Charlton,2,1
2255,Premier League,1998/1999,Aston Villa,Sheffield Weds,2,1
2256,Premier League,1998/1999,Charlton,Arsenal,0,1
2257,Premier League,1998/1999,Derby,Middlesbrough,2,1
2258,Premier League,1998/1999,Leicester,Blackburn,1,1
2259,Premier League,1998/1999,Liverpool,Newcastle,4,2
2260,Premier League,1998/1999,Nott'm Forest,Southampton,1,1
2261,Premier League,1998/1999,Tottenham,Everton,4,1
2262,Premier League,1998/1999,West Ham,Coventry,2,0
2263,Premier League,1998/1999,Chelsea,Man United,0,0
2264,Premier League,1998/1999,Leeds,Wimbledon,2,2
2265,Premier League,1998/1999,Arsenal,Liverpool,0,0
2266,Premier League,1998/1999,Blackburn,Leeds,1,0
2267,Premier League,1998/1999,Coventry,Nott'm Forest,4,0
2268,Premier League,1998/1999,Everton,Leicester,0,0
2269,Premier League,1998/1999,Middlesbrough,Aston Villa,0,0
2270,Premier League,1998/1999,Newcastle,Chelsea,0,1
2271,Premier League,1998/1999,Sheffield Weds,Tottenham,0,0
2272,Premier League,1998/1999,Southampton,Charlton,3,1
2273,Premier League,1998/1999,Wimbledon,Derby,2,1
2274,Premier League,1998/1999,Man United,West Ham,4,1
2275,Premier League,1998/1999,Chelsea,Coventry,2,1
2276,Premier League,1998/1999,Derby,Blackburn,1,0
2277,Premier League,1998/1999,Leeds,Middlesbrough,2,0
2278,Premier League,1998/1999,Leicester,Man United,2,6
2279,Premier League,1998/1999,Liverpool,Southampton,7,1
2280,Premier League,1998/1999,Nott'm Forest,Arsenal,0,1
2281,Premier League,1998/1999,Tottenham,Wimbledon,0,0
2282,Premier League,1998/1999,West Ham,Sheffield Weds,0,4
2283,Premier League,1998/1999,Charlton,Newcastle,2,2
2284,Premier League,1998/1999,Aston Villa,Everton,3,0
2285,Premier League,1998/1999,Blackburn,Tottenham,1,1
2286,Premier League,1998/1999,Coventry,Liverpool,2,1
2287,Premier League,1998/1999,Everton,Nott'm Forest,0,1
2288,Premier League,1998/1999,Middlesbrough,Leicester,0,0
2289,Premier League,1998/1999,Newcastle,Aston Villa,2,1
2290,Premier League,1998/1999,Sheffield Weds,Derby,0,1
2291,Premier League,1998/1999,Southampton,Leeds,3,0
2292,Premier League,1998/1999,Wimbledon,West Ham,0,0
2293,Premier League,1998/1999,Arsenal,Chelsea,1,0
2294,Premier League,1998/1999,Charlton,Man United,0,1
2295,Premier League,1998/1999,Man United,Derby,1,0
2296,Premier League,1998/1999,Aston Villa,Blackburn,1,3
2297,Premier League,1998/1999,Chelsea,Southampton,1,0
2298,Premier League,1998/1999,Leeds,Newcastle,0,1
2299,Premier League,1998/1999,Leicester,Sheffield Weds,0,2
2300,Premier League,1998/1999,Liverpool,Middlesbrough,3,1
2301,Premier League,1998/1999,Nott'm Forest,Man United,1,8
2302,Premier League,1998/1999,Tottenham,Coventry,0,0
2303,Premier League,1998/1999,West Ham,Arsenal,0,4
2304,Premier League,1998/1999,Derby,Everton,2,1
2305,Premier League,1998/1999,Charlton,Wimbledon,2,0
2306,Premier League,1998/1999,Charlton,Liverpool,1,0
2307,Premier League,1998/1999,West Ham,Nott'm Forest,2,1
2308,Premier League,1998/1999,Aston Villa,Leeds,1,2
2309,Premier League,1998/1999,Chelsea,Blackburn,1,1
2310,Premier League,1998/1999,Everton,Middlesbrough,5,0
2311,Premier League,1998/1999,Man United,Arsenal,1,1
2312,Premier League,1998/1999,Newcastle,Coventry,4,1
2313,Premier League,1998/1999,Arsenal,Leicester,5,0
2314,Premier League,1998/1999,Blackburn,Sheffield Weds,1,4
2315,Premier League,1998/1999,Coventry,Man United,0,1
2316,Premier League,1998/1999,Derby,Charlton,0,2
2317,Premier League,1998/1999,Leeds,Everton,1,0
2318,Premier League,1998/1999,Liverpool,West Ham,2,2
2319,Premier League,1998/1999,Middlesbrough,Tottenham,0,0
2320,Premier League,1998/1999,Nott'm Forest,Chelsea,1,3
2321,Premier League,1998/1999,Southampton,Newcastle,2,1
2322,Premier League,1998/1999,Wimbledon,Aston Villa,0,0
2323,Premier League,1998/1999,Aston Villa,Coventry,1,4
2324,Premier League,1998/1999,Charlton,Nott'm Forest,0,0
2325,Premier League,1998/1999,Chelsea,Liverpool,2,1
2326,Premier League,1998/1999,Everton,Wimbledon,1,1
2327,Premier League,1998/1999,Man United,Southampton,2,1
2328,Premier League,1998/1999,Sheffield Weds,Middlesbrough,3,1
2329,Premier League,1998/1999,Tottenham,Derby,1,1
2330,Premier League,1998/1999,West Ham,Blackburn,2,0
2331,Premier League,1998/1999,Newcastle,Arsenal,1,1
2332,Premier League,1998/1999,Leicester,Leeds,1,2
2333,Premier League,1998/1999,Tottenham,Southampton,3,0
2334,Premier League,1998/1999,Sheffield Weds,Wimbledon,1,2
2335,Premier League,1998/1999,Coventry,Charlton,2,1
2336,Premier League,1998/1999,Southampton,West Ham,1,0
2337,Premier League,1998/1999,Wimbledon,Leicester,0,1
2338,Premier League,1998/1999,Arsenal,Sheffield Weds,3,0
2339,Premier League,1998/1999,Blackburn,Everton,1,2
2340,Premier League,1998/1999,Derby,Aston Villa,2,1
2341,Premier League,1998/1999,Leeds,Tottenham,2,0
2342,Premier League,1998/1999,Nott'm Forest,Newcastle,1,2
2343,Premier League,1998/1999,Chelsea,West Ham,0,1
2344,Premier League,1998/1999,Coventry,Blackburn,1,1
2345,Premier League,1998/1999,Derby,Liverpool,3,2
2346,Premier League,1998/1999,Everton,Arsenal,0,2
2347,Premier League,1998/1999,Leicester,Charlton,1,1
2348,Premier League,1998/1999,Newcastle,Man United,1,2
2349,Premier League,1998/1999,Sheffield Weds,Leeds,0,2
2350,Premier League,1998/1999,Tottenham,Aston Villa,1,0
2351,Premier League,1998/1999,Wimbledon,Nott'm Forest,1,3
2352,Premier League,1998/1999,Middlesbrough,Southampton,3,0
2353,Premier League,1998/1999,Arsenal,Coventry,2,0
2354,Premier League,1998/1999,Blackburn,Wimbledon,3,1
2355,Premier League,1998/1999,Leeds,Derby,4,1
2356,Premier League,1998/1999,Nott'm Forest,Middlesbrough,1,2
2357,Premier League,1998/1999,Southampton,Sheffield Weds,1,0
2358,Premier League,1998/1999,West Ham,Newcastle,2,0
2359,Premier League,1998/1999,Aston Villa,Chelsea,0,3
2360,Premier League,1998/1999,Man United,Everton,3,1
2361,Premier League,1998/1999,Aston Villa,West Ham,0,0
2362,Premier League,1998/1999,Blackburn,Middlesbrough,0,0
2363,Premier League,1998/1999,Charlton,Chelsea,0,1
2364,Premier League,1998/1999,Derby,Newcastle,3,4
2365,Premier League,1998/1999,Leeds,Nott'm Forest,3,1
2366,Premier League,1998/1999,Liverpool,Everton,3,2
2367,Premier League,1998/1999,Sheffield Weds,Coventry,1,2
2368,Premier League,1998/1999,Southampton,Arsenal,0,0
2369,Premier League,1998/1999,Tottenham,Leicester,0,2
2370,Premier League,1998/1999,Wimbledon,Man United,1,1
2371,Premier League,1998/1999,Coventry,Southampton,1,0
2372,Premier League,1998/1999,Everton,Sheffield Weds,1,2
2373,Premier League,1998/1999,Middlesbrough,Wimbledon,3,1
2374,Premier League,1998/1999,Newcastle,Tottenham,1,1
2375,Premier League,1998/1999,Nott'm Forest,Liverpool,2,2
